YearState,ElectionYear,StateAbbreviation,StateName,VoterTurnout,VEPTotalBallotsCounted,VAPHighestOffice,TotalBallotsCounted,HighestOffice,VEP_VotingEligiblePopulation,VAP_VotingAgePopulation,PercentNonCitizen,Prison,Probation,Parole,TotalIneligibleFelon
2016-SD,2016,SD,South Dakota,0.586,0.6,0.566,378995,370093,631173,653841,0.025,3744,0,2687,6431
2016-TN,2016,TN,Tennessee,0.511,0.518,0.486,2545271,2508027,4909426,5164969,0.035,27906,62609,12092,75685
2016-TX,2016,TX,Texas,0.514,0.514,0.434,8975000,8969226,17448910,20671564,0.133,155327,374285,111287,479956
2016-UT,2016,UT,Utah,0.568,0.579,0.528,1152369,1131430,1991885,2144784,0.069,5846,0,0,5846
2016-VA,2016,VA,Virginia,0.661,0,0.608,0,3984631,6027152,6551390,0.069,36959,60821,1650,73277
2016-VT,2016,VT,Vermont,0.637,0.648,0.623,320467,315067,494871,506048,0.022,0,0,0,0
2016-WA,2016,WA,Washington,0.647,0.657,0.583,3363440,3317019,5123020,5691833,0.086,18335,89317,11322,80568
2016-WI,2016,WI,Wisconsin,0.695,0,0.662,0,2976150,4285071,4495783,0.032,22889,44489,20401,68649
2016-WV,2016,WV,West Virginia,0.502,0,0.492,0,714423,1423031,1453201,0.011,7137,6523,3550,14405
2016-WY,2016,WY,Wyoming,0.595,0.602,0.573,258788,255849,429682,446396,0.024,2323,4666,842,5825
